Date,Open,High,Low,Close
2017-11-09,21.31073375743109,21.45035189986829,20.823658221409552,21.0727481842041
2017-11-10,21.084645202035848,21.15207345391548,20.91091653197554,21.018802642822266
2017-11-13,20.82365465379833,21.099716479424877,20.74829340070721,21.022768020629883
2017-11-14,20.887118363612995,21.06798719713417,20.725288434308027,20.88394546508789
2017-11-15,20.80778941257055,21.18063297317733,20.46905791479199,21.06957244873047
2017-11-16,21.164763781261964,21.787490023719347,21.11002713016071,21.585996627807617
2017-11-17,21.559025768470644,21.585997672211807,21.294069860924207,21.566165924072266
2017-11-20,21.626453427893832,21.954078982168177,21.528880382378457,21.805736541748047
2017-11-21,21.9025146239652,22.069895949562213,21.80811297255752,21.94138526916504
2017-11-22,21.975502895748736,22.03023956036842,21.74941759331613,21.84461212158203
2017-11-24,21.947734721676103,22.44908896196628,21.935041615529148,22.40069961547852
2017-11-27,22.232518547645057,22.662478719888423,22.193647902685505,22.57839012145996
2017-11-28,22.59743248279248,22.600605381000644,21.96122024355929,22.00564384460449
2017-11-29,22.0532382659916,22.0643441652065,21.011659252293548,21.53760528564453
2017-11-30,21.559818366887225,22.0810043278524,21.425754722120654,22.048480987548828
2017-12-01,21.831913775281546,21.8557127799043,20.94661168361667,21.54236602783203
2017-12-04,21.72879189578273,21.77718124736005,20.636441737110854,20.911710739135746
2017-12-05,20.836343110497985,21.11081766917028,20.66102727688861,20.756221771240234
2017-12-06,20.53251877895921,20.97596345569158,20.165229711398812,20.93391990661621
2017-12-07,21.80653046162756,21.87078581120052,20.7578111952051,20.93391990661621
2017-12-08,21.083054344078075,21.175868793191437,20.56980142533498,20.61819076538086
2017-12-11,20.57297754750787,20.90694892912753,20.529346790863247,20.621368408203125
2017-12-12,20.57456386322752,20.69514156045891,20.285808943382914,20.52220726013184
2017-12-13,20.657856725741308,20.886322025070985,20.639610670940705,20.78636741638184
2017-12-14,20.810961080085107,20.86331768422026,20.363550649499437,20.57297706604004
2017-12-15,20.75622526627508,21.10130252940834,20.48730209838116,21.079883575439453
2017-12-18,21.08787176417397,21.2819157310305,20.968889019557636,21.112625122070312
2017-12-19,21.025583265507983,21.18449244020556,20.86348015850384,21.057525634765625
2017-12-20,21.252374183678665,21.269143474532008,20.98406400692885,21.212446212768555
2017-12-21,21.23719768831595,21.26115446701592,20.847510502611545,20.88424301147461
2017-12-22,20.90740040222733,21.031174808939102,20.658256907159465,20.94972419738769
2017-12-26,20.54087094752389,20.94972479089259,20.23423208809354,20.61034393310547
2017-12-27,20.669434392843566,20.890629052162144,20.642283683973915,20.69179344177246
2017-12-28,20.774841477507195,20.82594743916185,20.64627542489852,20.795602798461918
2017-12-29,20.743699005880185,20.917781273049908,20.49375589194619,20.51451873779297
2018-01-02,20.74370151061967,21.360974351479324,20.56802301753898,21.32184600830078
2018-01-03,21.344200805070336,21.618898778081483,21.243585085533223,21.555015563964844
2018-01-04,21.68757304840161,21.7011484023718,21.43523413120073,21.56220245361328
2018-01-05,21.717920737957016,21.900786706455264,21.516687753132864,21.689971923828125
2018-01-08,21.634071479727663,21.764233744791262,21.48554372253173,21.74187469482422
2018-01-09,21.804956737396367,21.86804184366936,21.41606772475797,21.44082260131836
2018-01-10,21.23959166867392,21.25236892082031,20.82035797806152,20.988052368164062
2018-01-11,21.0471489829378,21.069508037247594,20.88584394167533,21.04155921936035
2018-01-12,21.03277214820088,21.18688967309548,20.9225730992996,21.10464096069336
2018-01-16,21.175708700887835,21.32104404374972,20.894622858255527,21.02159118652344
2018-01-17,21.19966591395332,21.283512350158745,20.79879770170604,21.226016998291016
2018-01-18,21.198067090524887,21.56539670930327,21.119810420778137,21.544633865356445
2018-01-19,21.4927293086231,21.51588645886705,21.24677825767965,21.27233123779297
2018-01-22,21.21324082115727,21.30267701788898,20.81157451506913,20.93055725097656
2018-01-23,20.90101115292597,21.114221750060207,20.611141609730637,20.99364280700684
2018-01-24,20.83952370565056,21.0231877624503,20.442649052337863,20.511323928833008
2018-01-25,20.58159528588529,20.58958087843095,19.72396275134927,19.747119903564453
2018-01-26,19.91720658208472,20.03938324172457,19.5834170723436,20.02660751342773
2018-01-29,19.82617618539072,19.92279988250247,19.443676478163848,19.601787567138672
2018-01-30,19.26480130425987,19.56665000437545,18.926220096483675,19.243240356445312
2018-01-31,19.963524446291757,20.21426565535969,19.553074432415062,19.806211471557617
2018-02-01,19.302330884033047,19.636120387453097,19.013257951901004,19.068357467651367
2018-02-02,18.90705436861213,19.00208032868128,18.693045671331216,18.80404281616211
2018-02-05,18.74015854310161,19.48439804310344,18.17479142843409,18.214717864990234
2018-02-06,18.016685011596817,19.196929301522964,17.959189648722706,19.195331573486328
2018-02-07,19.0659680379498,19.41253490885651,18.925425843593416,18.95577049255371
2018-02-08,18.956562373945125,19.046796665619457,18.327312069643572,18.332103729248047
2018-02-09,18.58923285143006,18.93500150780849,18.066987645239944,18.80563735961914
2018-02-12,18.994095370237986,19.60258443134331,18.965348455184216,19.516342163085938
2018-02-13,19.24563598635254,19.646504203301365,19.16977514171925,19.6329288482666
2018-02-14,19.56425791579309,19.85572524890988,19.44287932142765,19.776670455932617
2018-02-15,19.906022827368176,20.110449667626707,19.518731610734797,20.10965156555176
2018-02-16,20.064940924376472,20.15277940117336,19.807012210583245,19.874887466430664
2018-02-20,19.86370307398552,20.421882636918976,19.765483198045448,19.93317604064941
2018-02-21,20.1623610691707,20.24061774181124,19.839749535460868,19.85332489013672
2018-02-22,19.89325178842882,20.211070122027262,19.825375018678045,19.91161727905273
2018-02-23,20.13441219025132,20.365190172777808,19.98668101701777,20.25978279113769
2018-02-26,20.120038469612343,20.318077516057063,20.043379520136792,20.199094772338867
2018-02-27,20.13041797796749,20.41629547202312,20.097677507458314,20.10805892944336
2018-02-28,20.289328551188657,20.322067498409105,19.642509306159717,19.68083953857422
2018-03-01,19.63292911340291,19.89325364646321,19.26959302424865,19.42930030822754
2018-03-02,19.19931803518607,20.05775010125423,19.18334837493745,20.032995223999023
2018-03-05,19.95553630787845,20.07052699821366,19.438081247561712,19.722362518310547
2018-03-06,19.90842403445087,20.067333206738088,19.74951486216365,20.040184020996094
2018-03-07,19.858919071980523,19.91561633331456,19.51075600224016,19.72795867919922
2018-03-08,19.82457615852305,19.827770090548764,19.63771666560825,19.71996688842773
2018-03-09,19.85013342244021,20.30530158091233,19.774272570393588,20.2653751373291
2018-03-12,20.81396739843698,21.10543462194859,20.73171718024622,20.988847732543945
2018-03-13,21.275521480077973,21.868039195141357,20.780427055024703,20.85948181152344
2018-03-14,20.921774180701338,20.94892336759361,20.374772515505317,20.809179306030277
2018-03-15,21.05992101713952,21.472766869991737,21.041555524664897,21.381732940673828
2018-03-16,21.00162479427811,21.049538344299197,20.31567876693547,20.3524112701416
2018-03-19,20.211072505574407,20.48177846804777,19.38618041115247,19.56026268005371
2018-03-20,19.57223776572417,19.80780739363989,19.267195164361848,19.35343742370605
2018-03-21,19.49280241627404,20.303854209984014,19.450669795350905,19.93195343017578
2018-03-22,19.610289081122552,19.99029406504807,19.56734665726029,19.73506736755371
2018-03-23,19.719669493592065,19.868754035688283,19.479028445136827,19.646747589111328
2018-03-26,20.06726260913097,20.16125004514288,19.48712969227367,20.07212448120117
2018-03-27,20.10048288918281,20.60040110011069,19.575445520951124,19.799882888793945
2018-03-28,19.77638392022326,20.00730272476142,19.089297629441106,19.176803588867188
2018-03-29,19.291053827355924,19.51387009180088,19.02124306450616,19.093355178833008
2018-04-02,18.955606392233435,19.131428088056246,18.26609078879168,18.44758415222168
2018-04-03,18.705247319268008,19.20111503158485,18.409509172366164,19.18490982055664
2018-04-04,18.63962081725945,19.27728194954832,18.59505879515761,19.201929092407227
2018-04-05,19.50738317039453,19.581924654897424,19.04068368652361,19.146825790405277
2018-04-06,18.937782027248417,19.16546009743591,18.45406754587265,18.544004440307617
