time/total_timesteps,train/reward,train/explained_variance,train/learning_rate,train/value_loss,train/entropy_loss,time/iterations,train/n_updates,time/fps,train/policy_loss,time/time_elapsed,train/std
217000,-2376.1106,-1.1920928955078125e-07,1e-05,1450676.125,-55.3876838684082,21700,21699,62,-35530.52734375,3495,1.0012588500976562
218000,-529.98706,2.384185791015625e-07,1e-05,59994880.0,-55.387908935546875,21800,21799,62,-389861.1875,3510,1.0012668371200562
219000,1045.6721,0.0,1e-05,1562037.875,-55.38759994506836,21900,21899,62,-58634.33203125,3528,1.0012586116790771
220000,1456.4482,5.960464477539063e-08,1e-05,28401302.0,-55.389190673828125,22000,21999,62,-215395.109375,3544,1.0012975931167603
221000,2036.2227,-1.1920928955078125e-07,1e-05,8332301.0,-55.3896369934082,22100,22099,62,-142347.828125,3559,1.0013079643249512
222000,1167.6095,5.960464477539063e-08,1e-05,35283068.0,-55.38972091674805,22200,22199,62,-307761.21875,3573,1.001312017440796
223000,-563.4624,0.0,1e-05,4094850.5,-55.38889694213867,22300,22299,62,8381.7548828125,3589,1.0012913942337036
224000,3030.141,0.0,1e-05,1240314.0,-55.38973617553711,22400,22399,62,-33998.55078125,3604,1.0013128519058228
225000,-1798.1954,0.0,1e-05,3668648.75,-55.39011764526367,22500,22499,62,-56646.65234375,3620,1.0013208389282227
226000,-1345.2068,0.0,1e-05,44261980.0,-55.39030075073242,22600,22599,62,-339994.09375,3636,1.0013253688812256
227000,-1151.4792,-1.1920928955078125e-07,1e-05,11994642.0,-55.3895149230957,22700,22699,62,-182835.21875,3653,1.001308798789978
228000,-290.13892,0.0,1e-05,34593728.0,-55.390235900878906,22800,22799,62,-264937.75,3670,1.0013266801834106
229000,-363.90295,1.1920928955078125e-07,1e-05,6419639.0,-55.39129638671875,22900,22899,62,-114114.1484375,3683,1.0013529062271118
230000,-528.9301,0.0,1e-05,5177782.5,-55.391841888427734,23000,22999,62,-91891.3671875,3699,1.001371145248413
231000,1034.2299,1.7881393432617188e-07,1e-05,3899003.25,-55.391448974609375,23100,23099,62,96144.71875,3713,1.0013580322265625
232000,-707.5945,0.0,1e-05,35695220.0,-55.391273498535156,23200,23199,62,-320916.125,3728,1.001353144645691
233000,-3022.1807,-1.1920928955078125e-07,1e-05,155572048.0,-55.39128494262695,23300,23299,62,-582985.8125,3744,1.001355528831482
234000,-1386.8541,-1.1920928955078125e-07,1e-05,5051038.5,-55.39120101928711,23400,23399,62,-107279.4765625,3760,1.0013493299484253
235000,3757.746,0.0,1e-05,2626234.75,-55.390724182128906,23500,23499,62,-52534.86328125,3776,1.0013378858566284
236000,-682.6941,-1.1920928955078125e-07,1e-05,7752003.5,-55.390541076660156,23600,23599,62,-96028.4609375,3793,1.001330852508545
237000,660.2073,0.0,1e-05,14958765.0,-55.3911247253418,23700,23699,62,-120339.0625,3809,1.0013506412506104
238000,-396.8928,6.556510925292969e-07,1e-05,63397724.0,-55.39095687866211,23800,23799,62,-380131.96875,3825,1.001347303390503
239000,-246.85156,-1.1920928955078125e-07,1e-05,3377869.25,-55.3912467956543,23900,23899,62,-52472.0703125,3840,1.0013537406921387
240000,-3095.0823,2.384185791015625e-07,1e-05,3196478.75,-55.3914909362793,24000,23999,62,8491.6044921875,3855,1.0013600587844849
241000,883.0514,0.0,1e-05,2710707.0,-55.391754150390625,24100,24099,62,46209.98046875,3871,1.0013659000396729
242000,1171.7396,0.0,1e-05,6680023.5,-55.3918571472168,24200,24199,62,-90093.6484375,3887,1.0013679265975952
243000,-79.48805,0.0,1e-05,5019404.0,-55.39111328125,24300,24299,62,-47714.45703125,3902,1.0013480186462402
244000,-594.2698,-1.0728836059570312e-06,1e-05,64920384.0,-55.391048431396484,24400,24399,62,431030.90625,3919,1.001347303390503
245000,268.10376,-2.384185791015625e-07,1e-05,59025980.0,-55.39216232299805,24500,24499,62,-421904.34375,3933,1.0013747215270996
246000,-410.7962,0.0,1e-05,8112848.0,-55.392181396484375,24600,24599,62,-81915.0234375,3947,1.0013781785964966
247000,-2991.6511,0.0,1e-05,14023119.0,-55.39137649536133,24700,24699,62,-202493.453125,3961,1.0013537406921387
248000,-786.70996,-2.384185791015625e-07,1e-05,1958081.25,-55.38991165161133,24800,24799,62,-43061.2265625,3977,1.0013175010681152
249000,3744.4636,0.0,1e-05,59223612.0,-55.389705657958984,24900,24899,62,-309497.71875,3992,1.001314640045166
250000,-784.5036,0.0,1e-05,2938545.25,-55.390846252441406,25000,24999,62,58315.32421875,4009,1.001341462135315
251000,-1268.9596,0.0,1e-05,1416760.375,-55.39055252075195,25100,25099,62,14402.244140625,4023,1.0013325214385986
252000,-301.05954,-1.1920928955078125e-07,1e-05,30444798.0,-55.39046096801758,25200,25199,62,-263864.21875,4038,1.0013320446014404
253000,-2784.3406,0.0,1e-05,9543688.0,-55.390296936035156,25300,25299,62,-151590.046875,4052,1.0013279914855957
254000,1718.8339,0.0,1e-05,13201755.0,-55.39040756225586,25400,25399,62,-171666.15625,4069,1.0013318061828613
255000,-1127.2992,0.0,1e-05,10342917.0,-55.38994216918945,25500,25499,62,-168608.265625,4083,1.001318097114563
256000,-256.89658,1.1920928955078125e-07,1e-05,7243375.5,-55.39091873168945,25600,25599,62,150282.28125,4100,1.001344919204712
257000,-1611.8184,0.0,1e-05,1999587.375,-55.39191818237305,25700,25699,62,-26681.67578125,4113,1.0013699531555176
258000,53.559494,0.0,1e-05,5875789.5,-55.3932991027832,25800,25799,62,36527.5390625,4129,1.00140380859375
259000,-2925.3745,1.1920928955078125e-07,1e-05,5211873.5,-55.39364242553711,25900,25899,62,-101719.2890625,4144,1.0014123916625977
260000,-1497.0989,0.0,1e-05,57358272.0,-55.39358139038086,26000,25999,62,-355848.625,4162,1.0014126300811768
261000,-144.061,1.1920928955078125e-07,1e-05,127012432.0,-55.393245697021484,26100,26099,62,-547840.1875,4176,1.0014030933380127
262000,357.97104,-1.1920928955078125e-07,1e-05,25991488.0,-55.39353561401367,26200,26199,62,-248358.90625,4195,1.0014101266860962
263000,2662.4385,1.1920928955078125e-07,1e-05,20356350.0,-55.3940315246582,26300,26299,62,224329.546875,4209,1.001423716545105
264000,-635.58545,-1.1920928955078125e-07,1e-05,26736378.0,-55.3946418762207,26400,26399,62,260396.0,4227,1.001441240310669
265000,1248.9517,0.0,1e-05,40759068.0,-55.39521408081055,26500,26499,62,-197212.578125,4241,1.00145423412323
266000,4696.574,0.0,1e-05,24124712.0,-55.39571762084961,26600,26599,62,-235712.328125,4257,1.001466989517212
267000,-2426.4443,5.364418029785156e-07,1e-05,85646696.0,-55.39482498168945,26700,26699,62,-471875.25,4271,1.0014451742172241
268000,-2641.8948,-1.1920928955078125e-07,1e-05,54157152.0,-55.3947639465332,26800,26799,62,-407263.40625,4287,1.0014392137527466
269000,2069.3623,1.1920928955078125e-06,1e-05,27166318.0,-55.39445877075195,26900,26899,62,-9236.9189453125,4301,1.0014349222183228
270000,291.75525,0.0,1e-05,52454244.0,-55.394081115722656,27000,26999,62,-303222.09375,4319,1.0014253854751587
271000,-1336.2269,-1.1920928955078125e-07,1e-05,30022698.0,-55.39498519897461,27100,27099,62,-278035.25,4332,1.0014474391937256
272000,-156.30647,0.0,1e-05,8796303.0,-55.39501953125,27200,27199,62,118307.8984375,4352,1.0014467239379883
273000,-3074.2437,0.0,1e-05,7141305.5,-55.394752502441406,27300,27299,62,65750.53125,4366,1.0014426708221436
274000,1483.8197,0.0,1e-05,10872676.0,-55.394500732421875,27400,27399,62,-114799.8984375,4385,1.0014342069625854
275000,-323.38177,-1.1920928955078125e-07,1e-05,2545281.75,-55.39482498168945,27500,27499,62,71170.484375,4399,1.001442790031433
276000,-7977.4976,-2.7418136596679688e-06,1e-05,14172799.0,-55.396480560302734,27600,27599,62,-22857.322265625,4418,1.0014853477478027
277000,279.56866,0.0,1e-05,5113412.0,-55.3974494934082,27700,27699,62,-96666.4296875,4432,1.0015078783035278
278000,7086.7456,1.1920928955078125e-07,1e-05,45279628.0,-55.39858627319336,27800,27799,62,349834.84375,4448,1.001538634300232
279000,2103.318,0.0,1e-05,41868596.0,-55.398109436035156,27900,27899,62,-336879.8125,4462,1.0015275478363037
280000,282.95248,0.0,1e-05,8574962.0,-55.39817428588867,28000,27999,62,-148842.171875,4481,1.0015267133712769
281000,-76.541985,2.980232238769531e-07,1e-05,1514809.375,-55.398101806640625,28100,28099,62,22073.841796875,4495,1.001525640487671
282000,-293.6031,-2.384185791015625e-07,1e-05,720388.9375,-55.397987365722656,28200,28199,62,37430.18359375,4510,1.0015277862548828
283000,-53.07215,0.0,1e-05,2194455.75,-55.3968391418457,28300,28299,62,-78454.9765625,4523,1.001495361328125
284000,-507.22644,0.0,1e-05,9639711.0,-55.39693069458008,28400,28399,62,152420.109375,4542,1.0014986991882324
285000,-523.8163,1.1920928955078125e-07,1e-05,2282413.75,-55.397674560546875,28500,28499,62,-75.8890609741211,4556,1.0015206336975098
286000,-1615.3845,0.0,1e-05,3553396.0,-55.39844512939453,28600,28599,62,-59665.55078125,4573,1.001539945602417
287000,-2258.191,-2.384185791015625e-07,1e-05,8044121.5,-55.399017333984375,28700,28699,62,-113014.578125,4587,1.001550555229187
288000,-1040.7301,1.7881393432617188e-07,1e-05,21211728.0,-55.39868927001953,28800,28799,62,-212474.953125,4605,1.0015435218811035
289000,1164.2776,0.0,1e-05,3220624.0,-55.397987365722656,28900,28899,62,-70087.625,4621,1.0015268325805664
290000,1518.0109,0.0,1e-05,2831551.25,-55.39870834350586,29000,28999,62,-73778.484375,4638,1.0015453100204468
291000,-3586.2437,-5.960464477539062e-07,1e-05,2036328.375,-55.400245666503906,29100,29099,62,32713.943359375,4652,1.0015826225280762
292000,-2025.8658,0.0,1e-05,3245727.75,-55.40008544921875,29200,29199,62,79114.5078125,4667,1.0015795230865479
293000,1855.6042,1.1920928955078125e-07,1e-05,8388814.0,-55.401790618896484,29300,29299,62,-151582.609375,4681,1.0016204118728638
294000,-761.9998,0.0,1e-05,7375969.0,-55.40253448486328,29400,29399,62,-123987.0234375,4695,1.001642107963562
295000,384.77182,0.0,1e-05,887079.625,-55.403053283691406,29500,29499,62,-23068.26953125,4710,1.0016542673110962
296000,-308.51126,0.0,1e-05,19048612.0,-55.4031867980957,29600,29599,62,-215730.796875,4726,1.0016616582870483
297000,-376.74023,1.1920928955078125e-07,1e-05,795609.0625,-55.4039421081543,29700,29699,62,-29411.779296875,4741,1.0016766786575317
298000,-668.215,0.0,1e-05,12487612.0,-55.40300369262695,29800,29799,62,-151922.8125,4757,1.0016553401947021
299000,-453.03622,0.0,1e-05,2855854.0,-55.40264892578125,29900,29899,62,-40099.3828125,4772,1.001645565032959
300000,372.9302,0.0,1e-05,2632240.5,-55.40401077270508,30000,29999,62,-66200.5390625,4786,1.0016822814941406
301000,75.87492,0.0,1e-05,15932461.0,-55.40424728393555,30100,30099,62,193992.78125,4802,1.0016831159591675
302000,2135.0215,-1.1920928955078125e-07,1e-05,1936699.875,-55.40363311767578,30200,30199,62,-27012.341796875,4817,1.0016703605651855
303000,-634.94653,5.960464477539063e-08,1e-05,17327664.0,-55.403594970703125,30300,30299,62,-206316.515625,4831,1.0016705989837646
304000,1423.966,5.960464477539063e-08,1e-05,15415859.0,-55.403961181640625,30400,30399,62,-199320.59375,4845,1.001677393913269
305000,227.20695,-1.1920928955078125e-07,1e-05,18490056.0,-55.40421676635742,30500,30499,62,-186172.296875,4860,1.0016838312149048
306000,-11.280595,5.960464477539063e-08,1e-05,36014252.0,-55.403438568115234,30600,30599,62,-321429.15625,4876,1.0016649961471558
307000,-641.7593,0.0,1e-05,65249280.0,-55.405189514160156,30700,30699,62,411474.5625,4891,1.0017106533050537
308000,-1250.7413,0.0,1e-05,5949069.0,-55.40459060668945,30800,30799,62,-62032.9140625,4907,1.001697063446045
309000,-378.9895,0.0,1e-05,21308874.0,-55.40444564819336,30900,30899,62,-237246.75,4923,1.001691460609436
310000,-921.55396,-1.1920928955078125e-07,1e-05,3900963.25,-55.40446853637695,31000,30999,62,34607.21875,4939,1.0016921758651733
311000,-3254.1753,-1.1920928955078125e-07,1e-05,84934256.0,-55.404273986816406,31100,31099,62,457871.0,4956,1.0016858577728271
312000,-749.62885,0.0,1e-05,9726411.0,-55.40421676635742,31200,31199,62,39680.67578125,4970,1.0016833543777466
313000,511.93115,0.0,1e-05,3883527.75,-55.40449142456055,31300,31299,62,74509.9140625,4986,1.0016934871673584
314000,-1066.6028,-1.1920928955078125e-07,1e-05,41801004.0,-55.406097412109375,31400,31399,62,-284192.3125,5001,1.0017361640930176
315000,-1129.5175,1.7881393432617188e-07,1e-05,6955958.5,-55.40620040893555,31500,31499,62,-102508.6953125,5017,1.0017374753952026
316000,-1199.9043,0.0,1e-05,68512440.0,-55.40694808959961,31600,31599,62,-450130.34375,5032,1.001756191253662
317000,-999.4954,1.1920928955078125e-07,1e-05,17963094.0,-55.40659713745117,31700,31699,62,211624.078125,5047,1.001746416091919
318000,-601.9194,-2.384185791015625e-07,1e-05,15506755.0,-55.405738830566406,31800,31799,62,-173682.421875,5061,1.0017273426055908
319000,2297.419,0.0,1e-05,20501092.0,-55.40576934814453,31900,31899,62,-216672.953125,5078,1.0017269849777222
320000,987.3039,0.0,1e-05,36934316.0,-55.40694046020508,32000,31999,62,-321571.40625,5092,1.0017541646957397
321000,368.05753,5.960464477539063e-08,1e-05,26977190.0,-55.40656661987305,32100,32099,62,-254448.53125,5107,1.0017437934875488
322000,-1795.774,0.0,1e-05,6186316.5,-55.40775680541992,32200,32199,62,-91040.9375,5122,1.001773715019226
323000,-2469.4707,0.0,1e-05,95348880.0,-55.407562255859375,32300,32299,62,-407473.78125,5140,1.0017722845077515
324000,-541.0329,1.1920928955078125e-07,1e-05,12984706.0,-55.408119201660156,32400,32399,62,-162348.078125,5154,1.0017845630645752
325000,-727.8278,5.960464477539063e-08,1e-05,15272096.0,-55.4090461730957,32500,32499,62,-204490.0,5172,1.0018093585968018
326000,962.79974,0.0,1e-05,11520237.0,-55.409400939941406,32600,32599,62,-131850.046875,5185,1.0018190145492554
327000,-2114.8735,-1.1920928955078125e-07,1e-05,2765617.75,-55.409698486328125,32700,32699,62,19371.107421875,5201,1.0018255710601807
328000,-655.7353,0.0,1e-05,24943642.0,-55.40925216674805,32800,32799,62,-173974.734375,5215,1.0018138885498047
329000,-4352.18,0.0,1e-05,3607274.0,-55.40845489501953,32900,32899,62,88302.0546875,5231,1.0017931461334229
330000,2173.4563,0.0,1e-05,163585056.0,-55.40964889526367,33000,32999,62,-691653.9375,5245,1.0018246173858643
331000,1179.7334,0.0,1e-05,11234407.0,-55.410072326660156,33100,33099,62,-176034.21875,5263,1.0018357038497925
332000,2761.2505,-2.384185791015625e-07,1e-05,82201024.0,-55.40999984741211,33200,33199,62,-334257.78125,5276,1.0018367767333984
333000,760.18195,1.1920928955078125e-07,1e-05,24454664.0,-55.411231994628906,33300,33299,62,-241461.0,5293,1.001866102218628
334000,5204.4854,0.0,1e-05,5165547.5,-55.4115104675293,33400,33399,62,98589.4375,5307,1.0018727779388428
335000,856.7169,0.0,1e-05,4500470.5,-55.4127082824707,33500,33499,62,73545.5859375,5326,1.00190007686615
336000,1742.5637,5.960464477539063e-08,1e-05,107405080.0,-55.412384033203125,33600,33599,62,-539600.0,5339,1.00189208984375
337000,-1461.3479,0.0,1e-05,16504707.0,-55.4118537902832,33700,33699,62,-195494.328125,5355,1.0018805265426636
338000,-5109.1763,0.0,1e-05,1450790784.0,-55.4114875793457,33800,33799,62,-2121721.25,5369,1.0018718242645264
339000,240.92154,4.172325134277344e-07,1e-05,65047464.0,-55.41241455078125,33900,33899,62,448369.3125,5387,1.0018973350524902
340000,2929.2678,5.960464477539063e-08,1e-05,111499304.0,-55.41288375854492,34000,33999,62,-391986.75,5401,1.001909852027893
341000,-3902.2546,4.76837158203125e-07,1e-05,68227280.0,-55.4119758605957,34100,34099,62,-457508.8125,5419,1.0018844604492188
342000,-1277.19,2.384185791015625e-07,1e-05,85184040.0,-55.41311264038086,34200,34199,62,-488026.21875,5433,1.0019136667251587
343000,395.08762,0.0,1e-05,23783056.0,-55.4127311706543,34300,34299,62,-91044.0546875,5449,1.0019035339355469
344000,701.5185,0.0,1e-05,2464946.5,-55.413551330566406,34400,34399,62,12504.4609375,5462,1.0019240379333496
345000,-71.463844,-1.1920928955078125e-07,1e-05,245046528.0,-55.41408920288086,34500,34499,62,-618080.3125,5479,1.0019409656524658
346000,-363.58276,0.0,1e-05,2213561.75,-55.4153938293457,34600,34599,62,-68004.2265625,5493,1.0019718408584595
347000,-1521.4696,-1.7881393432617188e-06,1e-05,356879328.0,-55.415260314941406,34700,34699,62,803491.1875,5509,1.0019680261611938
348000,-3575.8755,1.1920928955078125e-07,1e-05,217789696.0,-55.41683578491211,34800,34799,63,-795933.375,5522,1.0020084381103516
349000,-233.00383,-0.0003243684768676758,1e-05,9153731.0,-55.41706085205078,34900,34899,63,9395.3564453125,5538,1.002013921737671
350000,-2006.0449,-1.1920928955078125e-07,1e-05,8974227.0,-55.4176139831543,35000,34999,63,-122157.4921875,5551,1.0020298957824707
351000,-398.41742,5.960464477539063e-08,1e-05,3943183.25,-55.41826248168945,35100,35099,63,83168.4765625,5571,1.002046823501587
352000,-599.6531,0.0,1e-05,150976944.0,-55.419647216796875,35200,35199,63,620940.5625,5584,1.002081036567688
353000,-877.4904,0.0,1e-05,13631203.0,-55.42116928100586,35300,35299,63,-166629.53125,5602,1.0021201372146606
354000,-236.56898,0.0,1e-05,2439427.5,-55.4216423034668,35400,35399,63,-58592.0078125,5616,1.002132534980774
355000,-1994.7266,2.384185791015625e-07,1e-05,1708316.0,-55.42193603515625,35500,35499,62,59075.875,5635,1.0021401643753052
356000,220.99886,-1.1920928955078125e-07,1e-05,20470790.0,-55.42168045043945,35600,35599,63,-176365.609375,5650,1.0021358728408813
357000,-2622.4893,5.960464477539063e-08,1e-05,1562033.875,-55.4214973449707,35700,35699,63,14021.908203125,5665,1.0021305084228516
358000,2486.1475,0.0,1e-05,6237933.5,-55.42100143432617,35800,35799,63,-79730.2421875,5679,1.0021196603775024
359000,-494.84314,0.0,1e-05,7821046.5,-55.42142868041992,35900,35899,63,-143795.5625,5697,1.0021276473999023
360000,-3126.5986,0.0,1e-05,302852256.0,-55.42167282104492,36000,35999,63,-792376.625,5712,1.0021370649337769
361000,897.1504,0.0,1e-05,8332945.0,-55.42168045043945,36100,36099,63,-127409.875,5727,1.0021377801895142
362000,-1449.2955,1.1920928955078125e-07,1e-05,62762700.0,-55.42167282104492,36200,36199,63,440492.65625,5742,1.00213623046875
363000,-2960.1492,5.960464477539063e-08,1e-05,51751072.0,-55.421485900878906,36300,36299,63,360754.15625,5758,1.0021281242370605
364000,397.6319,0.0,1e-05,3238286.0,-55.421417236328125,36400,36399,63,38273.49609375,5773,1.002127766609192
365000,-1032.8632,-1.1920928955078125e-07,1e-05,3731483.75,-55.42048263549805,36500,36499,63,-72837.625,5789,1.002103328704834
366000,-753.9667,0.0,1e-05,78642408.0,-55.42059326171875,36600,36599,63,-452786.21875,5804,1.002106785774231
367000,-547.87286,1.1920928955078125e-07,1e-05,43505176.0,-55.41981887817383,36700,36699,63,-323456.25,5818,1.0020897388458252
368000,-627.9365,1.7881393432617188e-07,1e-05,16192827.0,-55.4206657409668,36800,36799,63,-192400.109375,5833,1.002111554145813
369000,-1656.294,0.0,1e-05,503214.8125,-55.42095947265625,36900,36899,63,14741.78125,5848,1.0021175146102905
370000,-322.9533,0.0,1e-05,31009934.0,-55.42141342163086,37000,36999,63,-295041.5625,5866,1.0021262168884277
371000,354.6133,0.0,1e-05,12934811.0,-55.4218864440918,37100,37099,63,182352.90625,5880,1.0021406412124634
372000,1308.0201,0.0,1e-05,10720482.0,-55.42205810546875,37200,37199,63,-947.4125366210938,5895,1.0021426677703857
373000,1621.5719,0.0,1e-05,34261548.0,-55.4219970703125,37300,37299,63,-275852.40625,5912,1.0021427869796753
374000,-746.5857,0.0,1e-05,20483082.0,-55.4237174987793,37400,37399,63,-219219.234375,5928,1.0021854639053345
375000,303.36362,0.0,1e-05,6239251.5,-55.424591064453125,37500,37499,63,-74193.9609375,5944,1.0022070407867432
376000,712.20874,0.0,1e-05,28879006.0,-55.42407989501953,37600,37599,63,-287091.09375,5962,1.002195954322815
377000,1271.9177,0.0,1e-05,6834822.5,-55.42375564575195,37700,37699,63,103207.0546875,5976,1.0021847486495972
378000,997.0363,0.0,1e-05,15549439.0,-55.42428207397461,37800,37799,63,212897.171875,5992,1.0022006034851074
379000,1055.5928,0.0,1e-05,2799612.75,-55.423858642578125,37900,37899,63,81042.7890625,6006,1.002192735671997
380000,1155.8414,5.960464477539063e-08,1e-05,3540910.5,-55.42560577392578,38000,37999,63,90894.3671875,6021,1.002236247062683
381000,-356.6376,0.0,1e-05,10858230.0,-55.42487716674805,38100,38099,63,-163624.109375,6036,1.0022188425064087
382000,-6058.5664,0.0,1e-05,3823667.75,-55.42428207397461,38200,38199,63,-33450.41796875,6055,1.0022026300430298
383000,513.3381,1.1920928955078125e-07,1e-05,49149056.0,-55.42470932006836,38300,38299,63,-344289.59375,6070,1.002212405204773
384000,562.8861,0.0,1e-05,6634908.0,-55.42534255981445,38400,38399,63,69370.078125,6087,1.002228856086731
385000,-1237.3668,0.0,1e-05,1825285.625,-55.42436599731445,38500,38499,63,42045.14453125,6102,1.0022028684616089
386000,130.70543,-1.1920928955078125e-07,1e-05,31532650.0,-55.424110412597656,38600,38599,63,-251233.65625,6120,1.0021989345550537
387000,702.64276,0.0,1e-05,1197544.125,-55.423316955566406,38700,38699,63,26158.39453125,6135,1.0021743774414062
388000,-1589.3716,0.0,1e-05,1188888.0,-55.42365646362305,38800,38799,63,-53677.80078125,6151,1.0021871328353882
389000,-359.25174,0.0,1e-05,21976158.0,-55.42318344116211,38900,38899,63,217181.984375,6166,1.0021731853485107
390000,-2052.9065,0.0,1e-05,994919.1875,-55.42212677001953,39000,38999,63,-1716.7274169921875,6181,1.0021471977233887
391000,318.9886,0.0,1e-05,4360006.5,-55.422401428222656,39100,39099,63,95513.890625,6195,1.0021535158157349
392000,2826.5554,0.0,1e-05,55642892.0,-55.422332763671875,39200,39199,63,-378154.1875,6213,1.0021510124206543
393000,1553.6691,0.0,1e-05,3815847.75,-55.42208480834961,39300,39299,63,39877.578125,6228,1.00214421749115
394000,1389.3171,-2.384185791015625e-07,1e-05,12932350.0,-55.421241760253906,39400,39399,63,-184808.328125,6245,1.002124547958374
395000,4716.8296,-1.1920928955078125e-07,1e-05,7179606.5,-55.42194747924805,39500,39499,63,116402.1640625,6258,1.0021414756774902
396000,344.46567,1.1920928955078125e-07,1e-05,15525267.0,-55.4227409362793,39600,39599,63,-192477.15625,6274,1.002160668373108
397000,-1766.772,0.0,1e-05,7439048.0,-55.4227409362793,39700,39699,63,135614.21875,6288,1.0021604299545288
398000,1549.6527,0.0,1e-05,7262508.0,-55.4222526550293,39800,39799,63,-67400.359375,6305,1.0021470785140991
399000,-282.97845,0.0,1e-05,103954360.0,-55.422340393066406,39900,39899,63,-536909.1875,6318,1.002150535583496
400000,212.89973,2.384185791015625e-07,1e-05,70644720.0,-55.42253494262695,40000,39999,63,-402170.40625,6335,1.0021567344665527
401000,-4539.1895,0.0,1e-05,18837720.0,-55.42287826538086,40100,40099,63,147704.359375,6349,1.0021636486053467
402000,869.0862,0.0,1e-05,9133090.0,-55.4234504699707,40200,40199,63,-92336.453125,6365,1.0021779537200928
403000,-4848.2437,0.0,1e-05,8100149.5,-55.42324447631836,40300,40299,63,-17154.564453125,6379,1.002174735069275
404000,-2529.0295,5.960464477539063e-08,1e-05,55274452.0,-55.4225959777832,40400,40399,63,-362964.75,6397,1.0021593570709229
405000,-4103.6387,0.0,1e-05,6670470.0,-55.42231369018555,40500,40499,63,-51457.99609375,6411,1.0021536350250244
406000,1257.5504,-1.1920928955078125e-07,1e-05,21307238.0,-55.4223747253418,40600,40599,63,-181806.15625,6426,1.0021557807922363
407000,-883.2569,0.0,1e-05,63801564.0,-55.42206954956055,40700,40699,63,-216288.546875,6440,1.002144455909729
408000,-1789.4915,0.0,1e-05,15211183.0,-55.422115325927734,40800,40799,63,176569.359375,6456,1.0021493434906006
409000,-639.54865,-3.5762786865234375e-07,1e-05,213746240.0,-55.422157287597656,40900,40899,63,516141.90625,6470,1.0021482706069946
410000,4608.105,0.0,1e-05,82470016.0,-55.4222297668457,41000,40999,63,-439579.34375,6488,1.0021469593048096
411000,1033.9414,0.0,1e-05,3778961.25,-55.4224739074707,41100,41099,63,65600.0859375,6501,1.0021568536758423
412000,-2508.186,0.0,1e-05,5365977.5,-55.42216873168945,41200,41199,63,-36156.30859375,6519,1.0021495819091797
413000,-8480.133,0.0,1e-05,5707905.5,-55.42097854614258,41300,41299,63,-49137.01171875,6533,1.0021183490753174
414000,-4363.349,0.0,1e-05,21137068.0,-55.421661376953125,41400,41399,63,-180954.546875,6550,1.0021333694458008
415000,-1477.9956,0.0,1e-05,17581314.0,-55.42206954956055,41500,41499,63,-190271.953125,6564,1.0021483898162842
416000,-1065.9597,4.76837158203125e-07,1e-05,76329176.0,-55.4221076965332,41600,41599,63,-297772.0,6581,1.0021436214447021
417000,-202.8268,2.384185791015625e-07,1e-05,2520964.5,-55.422279357910156,41700,41699,63,-24904.21875,6595,1.0021512508392334
418000,-2014.8649,-1.1920928955078125e-07,1e-05,18551646.0,-55.4227180480957,41800,41799,63,216313.0,6612,1.002164602279663
419000,-127.431,0.0,1e-05,21957694.0,-55.42268753051758,41900,41899,63,204099.96875,6626,1.002162218093872
420000,83.6324,-2.384185791015625e-07,1e-05,4449588.0,-55.422698974609375,42000,41999,63,-97992.2734375,6642,1.0021580457687378
421000,-3195.9956,-1.1920928955078125e-07,1e-05,15213707.0,-55.422706604003906,42100,42099,63,214482.109375,6655,1.002164602279663
422000,-355.37418,0.0,1e-05,3508824.75,-55.42342758178711,42200,42199,63,-76247.4921875,6672,1.0021792650222778
423000,-592.8481,0.0,1e-05,11144288.0,-55.42316818237305,42300,42299,63,-173758.53125,6686,1.0021734237670898
424000,-163.97343,-1.1920928955078125e-07,1e-05,1900316.0,-55.424415588378906,42400,42399,63,29991.224609375,6701,1.002206563949585
425000,-2771.077,5.960464477539063e-08,1e-05,1922077.875,-55.42452621459961,42500,42499,63,-30168.857421875,6716,1.0022083520889282
426000,-2006.2638,-1.1920928955078125e-07,1e-05,1793005.25,-55.4249153137207,42600,42599,63,-16814.56640625,6732,1.002220630645752
427000,-195.67221,5.960464477539063e-08,1e-05,3021183.75,-55.4249382019043,42700,42699,63,-977.109375,6746,1.0022186040878296
428000,1157.3518,0.0,1e-05,13666467.0,-55.4250373840332,42800,42799,63,-175712.125,6761,1.0022221803665161
429000,132.23584,0.0,1e-05,22973056.0,-55.42633056640625,42900,42899,63,-232555.671875,6776,1.0022568702697754
430000,-32.566616,0.0,1e-05,2027046.25,-55.4262580871582,43000,42999,63,-30715.72265625,6791,1.0022562742233276
431000,-3257.4543,2.384185791015625e-07,1e-05,36374100.0,-55.4267463684082,43100,43099,63,-319762.9375,6805,1.0022656917572021
432000,370.1326,-1.1920928955078125e-07,1e-05,6710413.5,-55.4275016784668,43200,43199,63,-129613.9140625,6820,1.0022833347320557
433000,-102.63245,0.0,1e-05,9105879.0,-55.42792892456055,43300,43299,63,-155751.109375,6835,1.002297282218933
434000,-134.90933,-2.384185791015625e-07,1e-05,37924988.0,-55.427833557128906,43400,43399,63,-343995.34375,6851,1.0022916793823242
435000,873.3488,-1.1920928955078125e-07,1e-05,16493610.0,-55.42824935913086,43500,43499,63,-218566.546875,6866,1.0023033618927002
